序号,aweme_id,描述,时长(秒),发布时间,作者,点赞数,评论数,收藏数,分享数,播放数,封面URL,播放URL,分享链接
29,7358478739463884072,艾特你断过火花的朋友一起拍 #打工人的风感波粒穿搭 #抖in新风潮,8.5,2024-04-16 22:55:49,白昼小熊,793034,8229,38100,130978,14736410,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/bcab55276e6efc9759870b9687336148~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=GiW1oKYCrlYw%2Fw%2BI1SsvFdS4VtU%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/1ecd959c5b2ce0d9a48df41ec0b7fb4b/69da58b4/video/tos/cn/tos-cn-ve-15/oktL7SSjMQGIBsBWeCPewxKDIjngEaAsfAbX63/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4182&bt=4182&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=M2g4PGc7Omc7PDo6M2Y5OEBpanA6OWU6ZnE8cjMzNGkzM0BeXjNgXi0vNWMxYGAxMTZfYSNoYHIucjRvL2NgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7358478739463884072/?region=CN&mid=7358478765309053705&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=IDK1VF8jBBuhO_1LbGJ9DEc_IGFaulH9.4NCQ26fq9Q-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
30,7357277587342724387,live在于让life be alive #风感波粒 #抖in新风潮 #风感波粒就是风系轻盈,39.6,2024-04-13 17:14:51,白昼小熊,604062,2305,17787,33436,5003702,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/60ba6d58db0b9b44a2dbdd91491d5ea2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=j3cxdEdWwrNb7bovYhwlASW9HME%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=20260411192028752F16FBC4CFB806BC7E,https://v26-web.douyinvod.com/200a24bcae77fe269ddaaca0715b502a/69da58d3/video/tos/cn/tos-cn-ve-15c001-alinc2/oEb9flmAAhBDRegNE7nrDmIqGQHy4Z9ik8MAog/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=7374&bt=7374&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLwE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=ZzM4MzxmZ2Y7ZThnO2loZ0BpM293cDQ6Zjw3cjMzNGkzM0AyNi5jXzUwNWAxMzM2NmAuYSNnci4ucjRnbWFgLS1kLTBzcw%3D%3D&btag=80000e00018000&cquery=100o_101B_100B_100x_100z&dy_q=1775906428&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=20260411192028752F16FBC4CFB806BC7E,https://www.iesdouyin.com/share/video/7357277587342724387/?region=CN&mid=6864229180343584770&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=DqXk01SwR.tv8US9prqlk4HmaLuiXCuAfz8c7.8e0i0-&share_version=170400&ts=1775906428&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
31,7355515072812174632,最好的朋友已经在身边啦  #穿风感波粒直面阳光,6.5,2024-04-08 23:15:28,白昼小熊,449537,2264,9500,23200,6571836,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/b94c2a3ff017d0e46af135e30a8d954e~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=98Xeg8h9eJyzpX1JuOGGzesVoWQ%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/1118bcf768e065891e27d96bbf277af8/69da58b3/video/tos/cn/tos-cn-ve-15c001-alinc2/o4cezUlDAqI7FC2mAQQE92UepbwKRQADAnNBgG/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=3553&bt=3553&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=OzppaWk4aWdlZzpnPDg2N0BpanVyNWg6ZnQzcjMzNGkzM0AuMzRiNmBjXzQxXjJjMGAwYSMzYWcxcjRnZl5gLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100z_100o_101B_100B_100x&dy_q=1775906429&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7355515072812174632/?region=CN&mid=7344350801799596854&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=7pV038DsDzXH6sydFL0.rzaLpjCPlkSCx9FNB2wcXu4-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
32,7334729996042374435,🏖️过夏天了耶 (˶ᐢᗜᐢ˶)           #新年甜妹看我的,11.7,2024-02-12 22:58:53,白昼小熊,1030643,4005,32562,49759,9784601,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/c4aa976d34d3791ebaecf5435f1e99d2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=1yprxdP2OpDiDNAG3klRDG7SjUE%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/1f56cfc0dbc0b58f34c8439ea2bbaf6b/69da58b8/video/tos/cn/tos-cn-ve-15c001-alinc2/okQAtD6ngiLBWIceb5l9AgAMQrFcfyInjaUYqD/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4181&bt=4181&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=NTgzNzo6ZzQ0Z2YzZWc6OEBpamtmdTk6Zjk2cTMzNGkzM0AtM2EtLTFjXjUxYWEvMzAtYSNicGVecjRnMTJgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=101B_100B_100x_100z_100o&dy_q=1775906429&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7334729996042374435/?region=CN&mid=7323411893031357238&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=j3kfwaarKGebjGnYb_Gg0tihIlbK6LPbyLLeb8QNHPQ-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
33,7335108868093021440,我永远属于夏天  #浅跳一下,10.7,2024-02-13 23:29:19,白昼小熊,523728,2120,14326,14556,7729690,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/57581f71c55a9c8b11532ac8306cbfe5~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=k3BWj5vqcDsVWYq30a9zD%2BH4LYw%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/8f4a7dc34ffc70bfcd4e67382874969f/69da58b7/video/tos/cn/tos-cn-ve-15/okfDxkETg3tADzyBpMSnbAo9qPA8Ae4gVV4lRh/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4221&bt=4221&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=aGg2ZzVlNjk2OmZlZWk1ZEBpM2RreGU6ZjZycTMzNGkzM0BiXy8vMTU1Xl8xLV41YTEyYSNhLzBicjRvaTJgLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100x_100z_100o_101B_100B&dy_q=1775906429&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7335108868093021440/?region=CN&mid=7272610962153360189&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=UeoqTpksidvayAvYNruxwECdzoQNZdFC0TZ0MzhEWjg-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
34,7336915386367020303,或许自由更胜一筹 #雨林徒步,50.8,2024-02-18 20:19:03,白昼小熊,1408097,9800,38921,84478,13463772,https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/d5493571fdecfff0c297ad9c2bf068cd~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=9U5I%2BSUMAmU5JKkfL%2FY0AuaAJc4%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/c99b3a676948b3373c17fceb6b4cc845/69da58df/video/tos/cn/tos-cn-ve-15/owbezhg7IJyQ5dAFEB1ByDfZy687qANPAPAuqc/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=4032&bt=4032&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=aWZmNjdnZDs8ZTUzNDY8M0BpM2xpdjM6Zmh5cTMzNGkzM0A1Ll8wMzNjXl8xNTBiLWIzYSNyZ2sxcjQwXjVgLS1kLTBzcw%3D%3D&btag=80000e00020000&cquery=100B_100x_100z_100o_101B&dy_q=1775906429&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7336915386367020303/?region=CN&mid=7181767056973400836&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=kheci766WDzM0Fur2MwpedKkBj9haXjMPD5uFQlIwD0-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
35,7589104635908014409,在云南明媚一下  #浅跳一下 #folded #新年这么穿带着必出片的决心,11.7,2025-12-29 10:42:00,白昼小熊,426429,1451,13704,12924,6545270,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ce30e41b2f8ba1e87a48de13a8ab1022~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=yEI%2BNudyBH0Dauk%2Bno9%2FANCDobo%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/ce2142ea73ae221a3857d88eb174e43b/69da58b8/video/tos/cn/tos-cn-ve-15c000-ce/o8PD4MJaGA7K9wBBZ2PqIRU5XYH5wVhiQEHAi/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=5169&bt=5169&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=OmRkNzdoNzM7NjU2OzdoZEBpanI6NHc5cm54ODMzbGkzNEBeMGNjMzM1XjAxYWFhYl8yYSNwZGVsMmQ0aDVhLS1kLWJzcw%3D%3D&btag=80000e00008000&cquery=100x_100z_100o_101B_100B&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7589104635908014409/?region=CN&mid=7589104451925445376&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=GYc5YWlaiAgnW4YDSPnZtccawcNqpzUSR6xQDFAsXIc-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
36,7569675338914982602,我们吞咽了太多意义，其实生命只需要呼吸 #这个冬天不能没有毛茸茸 #旅行转场 原创cr.ariel zheng,9.8,2025-11-07 11:00:00,白昼小熊,694383,2953,19961,24175,6940739,https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/5396d08ea04c76ddc76248a3d5278d4e~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=MjTyXjEjmGWVZbWnffOyOGa4xAM%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/201acf65160d77f24dda49d749b7ddee/69da58b6/video/tos/cn/tos-cn-ve-15/owDQGAfENgDipAeNJEBO96AJDrIPFMA7Do4OYN/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=3301&bt=3301&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=NWQ8ZjY8Zjc8aDg1NjU0OEBpMzZzZ245cjNoNzMzNGkzM0A1Li4wNTA1NjMxYzMuM15hYSNjbmAvMmQ0NDNhLS1kLWFzcw%3D%3D&btag=80000e00008000&cquery=100z_100o_101B_100B_100x&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7569675338914982602/?region=CN&mid=7569675273923349286&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=DK5.ft0nWEHJs_uek3KCeMIcTZ6ZpYLnaiz0_q3MGGo-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
37,7593649641368251849,出门考察世界！ #暖冬citywalk就这样穿 #旅行碎片 #云南,15.0,2026-01-10 16:38:54,白昼小熊,651386,1828,23703,21889,12966778,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ee932fc737ce4752adbb703ccf42ad2f~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=sWEHPMqydTyBeneldNcqJgpGq40%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/d9b15d099ce9c78fcd268db9607a1f91/69da58bc/video/tos/cn/tos-cn-ve-15c000-ce/ogf9IAf4W0zC9EriUcBxEq5EwQijEpAgYzBnzi/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=2620&bt=2620&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=Njs7Z2U1OTZoZjk4ZjppOUBpM246ZG45cnMzODMzbGkzNUBhYmNiLWEzXi4xNmBgNDVgYSNfM3NwMmRzc2VhLS1kLTRzcw%3D%3D&btag=80000e00010000&cquery=101B_100B_100x_100z_100o&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7593649641368251849/?region=CN&mid=7585045470595304207&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=yeSHYyu5xJy9uwgmerYRtvaAGBE.O4B9rYMf_6gUJXA-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
38,7563245455497383208,夏日的尽头 是满山的秋 #比冬天先来的是暖系流光,12.5,2025-10-20 18:15:11,白昼小熊,708822,3278,19028,29550,5059295,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d6f0dd5af4075fb9001da9322b955c5d~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=CK6U%2BWPnB7BfZLpmJHOGNweaR2Q%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/27a12be2f3f78aaf9e4c0230ea5508b0/69da58b9/video/tos/cn/tos-cn-ve-15/ocz6PCVQaPm9DIdtAWAYiOzE8QBivP326LwYI/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=1938&bt=1938&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=NDY0Mzg1ZTtnNjdpZTNkNkBpanJoeXQ5cnAzNjMzNGkzM0AuY2EvNV9fXmIxNjZiNGIvYSNvYGJiMmRram9hLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=101B_100B_100x_100z_100o&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7563245455497383208/?region=CN&mid=7523069356721654547&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=xbWs.EDIRUMOKYTi2AZ4VqHLaLjAmT1rylMKeNr3KVc-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
39,7562087701727677715,世界宽广 请别走进悲伤的角落 #内蒙古 #屏幕亮度转场 #暖系流光 #秋冬必备的流光妆 yc@兰月亮,13.7,2025-10-17 15:22:33,白昼小熊,576662,1469,14695,13868,3739785,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/74b41305c1e75fe1872b3648f2a6871c~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=om2X8QEvCRedtpG1%2Bu4pPMuk7NM%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/fb5523ffc07c54123e2ab1b209a63bf5/69da58ba/video/tos/cn/tos-cn-ve-15/oUFhI9EIQBARS64f38FGx3fP4G6FpBAqDCe7gx/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=1653&bt=1653&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=N2c3Ozk0ZjRkNDtoZmY6NkBpMzdkcHI5cjd4NjMzNGkzM0AwM15jMzI2NTAxMy5gNmMwYSNiY3BuMmRrcWxhLS1kLTBzcw%3D%3D&btag=80000e00008000&cquery=100z_100o_101B_100B_100x&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7562087701727677715/?region=CN&mid=7539174585337514804&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ufrEerPlFI2XYTrGS4SeaElk3.t5OmfEPoNQTLPIRDs-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
40,7557280196748250420,旅行跳这个让人开心的转场舞！！  #rix阳光灿烂的日子 #黄kaka编舞 #东方美这一块从没输过 #hello时尚季,25.1,2025-10-04 16:26:56,白昼小熊,626460,1985,25326,25321,5643067,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/67fd6bc672709f7a47c943cbfbbd83a9~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2091265200&x-signature=qTPntBv2DE8V3y2gXHBsIsXRL3k%3D&from=327834062&s=PackSourceEnum_MIX_AWEME&se=false&sc=cover&biz_tag=pcweb_cover&l=2026041119202991C1DECC5D2A8A096FF1,https://v26-web.douyinvod.com/af390d7d9c0bcac05e21954003fee321/69da58c6/video/tos/cn/tos-cn-ve-15/oUBz4QvA9IiAfDSfqXQgkrDouJGFEAZNBgJnt4/?a=6383&ch=54&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=2726&bt=2726&cs=0&ds=4&ft=AJkeU_TLRR0si0C4kYj2Nc.xBiGNbLYE3O-U_4YPfb2JNv7TGW&mime_type=video_mp4&qs=0&rc=PDQzPDZmODRlOmdlN2RmaEBpanZxbm85cnBnNjMzNGkzM0A1XzIwLTAxXl8xX2AyNmFgYSMuZ2Y1MmRjZ2RhLS1kLTBzcw%3D%3D&btag=80000e00010000&cquery=100z_100o_101B_100B_100x&dy_q=1775906429&feature_id=0ea98fd3bdc3c6c14a3d0804cc272721&l=2026041119202991C1DECC5D2A8A096FF1,https://www.iesdouyin.com/share/video/7557280196748250420/?region=CN&mid=7557280143983528740&u_code=0&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=UaxN4cdCvZoXqxIQnqOY.dDWAKH_RgS7Wkpb78yWRXg-&share_version=170400&ts=1775906429&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
